region,location,latitude,longitude,historical_spatial_risk_score,risk_level,cluster,anomaly_score,severity_score,crime_density
Delhi,KALYANPURI,28.61363,77.31708,0.5066265060240964,HIGH,1,0.4462592948838363,548.0,344.9246303
Delhi,KAMLA MARKET,28.64295,77.22621,0.2948795180722892,MEDIUM,1,0.4597422675740269,310.0,44.89826037
Delhi,KANJHAWALA,28.72582,77.00361,0.25813253012048193,MEDIUM,0,0.4509803439802788,580.0,10.17182469
Delhi,KAPASHERA,28.52958,77.0872,0.2280120481927711,LOW,0,0.494775998776186,440.0,9.116036206
Delhi,KARAWAL NAGAR,28.73284,77.2745,0.46656626506024096,MEDIUM,1,0.4078048543114027,769.0,139.572255
Delhi,KAROL BAGH,28.65256,77.1932,0.46506024096385545,MEDIUM,1,0.47852917204631895,582.0,127.7650573
Delhi,KASHMERE GATE,28.66645,77.22618,0.5115963855421687,HIGH,1,0.435052711731758,640.0,244.4852641
Delhi,KASHMERE GATE,28.66254,77.2315,0.5143072289156626,HIGH,1,0.43573491190886937,640.0,244.4852641
Delhi,KESHAV PURAM,28.68423,77.15977,0.7617469879518073,VERY_HIGH,1,0.4980325067354178,1049.0,338.5458842
Delhi,KHAJURIKHAS,28.71113,77.2561,0.27228915662650605,MEDIUM,1,0.39194039276404274,475.0,52.53837358
Delhi,KHYALA,28.65761,77.11332,0.8743975903614458,VERY_HIGH,1,0.542795256419997,1375.0,378.869332
Delhi,KIRTI NAGAR,28.64053,77.13509,0.469277108433735,MEDIUM,1,0.435347868475275,620.0,181.2197891
Delhi,KN KATJU MARG,28.73043,77.121,0.252710843373494,MEDIUM,1,0.40295977774528,419.0,36.72069001
Delhi,KOTALA MUBARAK PUR,28.5759,77.22514,0.7626506024096386,VERY_HIGH,1,0.5553683128860168,1006.0,350.6580165
Delhi,KRISHNA NAGAR,28.66699,77.28072,0.42048192771084336,MEDIUM,1,0.4868537516316973,522.0,103.9889301
Delhi,LAHORI GATE,28.65557,77.21885,0.4195783132530121,MEDIUM,1,0.4353134473749373,608.0,101.5054836
Delhi,LAJPAT NAGAR,28.56843,77.24052,0.2849397590361446,MEDIUM,1,0.39411840293701506,358.0,132.1436692
Delhi,LODHI COLONY,28.58744,77.24047,0.2786144578313253,MEDIUM,1,0.40335351893972726,361.0,98.25407096
Delhi,MADHUVIHAR,28.62543,77.30612,0.6647590361445783,HIGH,1,0.4271669883969409,1120.0,141.5213511
Delhi,MAHENDRA PARK,28.72579,77.16418,0.8234939759036145,VERY_HIGH,1,0.46023502703957214,1274.0,372.6151344
Delhi,MALVIYA NAGAR,28.52989,77.20418,0.8780120481927712,VERY_HIGH,1,0.5157556796932723,1464.0,606.5861022
Delhi,MANDAWALI,28.62543,77.30612,0.5384036144578314,HIGH,1,0.4187358162533948,880.0,118.7017839
Delhi,MANDIR MARG,28.63857,77.20325,0.7524096385542169,VERY_HIGH,1,0.4880582915042449,1695.0,99.40277809
Delhi,MANGOLPURI,28.69664,77.09163,0.4147590361445783,MEDIUM,1,0.4983928016205404,536.0,62.41207947
Delhi,MANSAROVAR PARK,28.68277,77.29856,0.6527108433734939,HIGH,1,0.45684889814607865,936.0,196.7405055
Delhi,MAURICE NAGAR,28.69251,77.20652,0.5804216867469879,HIGH,1,0.4034451331100083,1091.0,94.47546039
Delhi,MAURYA ENCLAVE,28.70045,77.14605,0.5256024096385542,HIGH,1,0.4044706339531987,941.0,80.28226697
Delhi,MAYA PURI,28.62657,77.12084,0.480421686746988,MEDIUM,1,0.42693521968727355,748.0,134.7036128
Delhi,MAYURVIHAR,28.60733,77.30367,0.3385542168674699,MEDIUM,1,0.4230339357007933,415.0,116.0225301
Delhi,MEHRAULI,28.52149,77.18019,0.405421686746988,MEDIUM,0,0.46205200984555655,873.0,15.7278499
Delhi,MIANWALI NAGAR,28.67965,77.08879,0.5680722891566266,HIGH,1,0.39410695883262903,866.0,286.1523337
Delhi,MODEL TOWN,28.70257,77.19369,0.4566265060240964,MEDIUM,1,0.4091032539948129,715.0,173.2885009
Delhi,MOTI NAGAR,28.66013,77.14659,0.8075301204819277,VERY_HIGH,1,0.4391789199300216,1503.0,301.4033063
Delhi,MUKHERJI NAGAR,28.70024,77.20856,0.646987951807229,HIGH,1,0.4042903321735997,1177.0,141.9571031
Delhi,MUNDKA,28.67042,76.96085,0.1766566265060241,LOW,0,0.44883925144069947,400.0,5.557572904
Delhi,NABI KARIM,28.64981,77.21754,0.6391566265060241,HIGH,1,0.43495454099412645,850.0,366.6938741
Delhi,NAJAFGARH,28.60975,76.98269,0.7078313253012049,HIGH,1,0.456747275325651,1244.0,114.9901119
Delhi,NANDNAGARI,28.69853,77.30817,0.7873493975903616,VERY_HIGH,1,0.4477960130139764,1230.0,341.1964707
Delhi,NANGLOI,28.68199,77.06698,0.8638554216867471,VERY_HIGH,1,0.5052410648309144,1424.0,423.8300765
Delhi,NARAINA,28.63356,77.13777,0.36626506024096384,MEDIUM,1,0.3775233776442488,783.0,33.20547998
Delhi,NARELA,28.85321,77.08849,0.3891566265060241,MEDIUM,0,0.4882535538883453,794.0,19.67218568
Delhi,NEB SARAI,28.49893,77.21428,0.6126506024096386,HIGH,1,0.4174128895465702,1121.0,86.04239018
Delhi,NEW ASHOK NAGAR,28.59818,77.31178,0.8843373493975905,VERY_HIGH,1,0.5411864626187556,2027.0,357.1856024
Delhi,NEW FRIENDS COLONY,28.56234,77.2676,0.5825301204819276,HIGH,1,0.39307622170565615,1032.0,171.5534385
Delhi,NEW USMANPUR,28.67202,77.26207,0.5179216867469879,HIGH,1,0.4244349884109988,758.0,198.1642563
Delhi,NIHAL VIHAR,28.665,77.0717,0.4924698795180723,MEDIUM,1,0.41483215422419484,784.0,139.0706348
Delhi,OKHLA,28.52678,77.27462,0.5216867469879518,HIGH,1,0.5425394876886833,626.0,142.1881435
Delhi,PAHARGANJ,28.64583,77.20931,0.5257530120481927,HIGH,1,0.4236929120243047,758.0,212.9404925
Delhi,PALAM VILLAGE,28.58809,77.08293,0.46987951807228917,MEDIUM,1,0.47488821599056236,530.0,190.6838324
Delhi,PANDAV NAGAR,28.62038,77.30265,0.6183734939759037,HIGH,1,0.4466122264050379,819.0,295.7950231
Delhi,PARLIAMENT STREET,28.62473,77.21366,0.3737951807228916,MEDIUM,1,0.38839283679439285,732.0,83.35086429
Delhi,PARSHAD NAGAR,28.64784,77.18053,0.4608433734939759,MEDIUM,1,0.39005795985789965,816.0,130.5861462
Delhi,PASCHIM VIHAR,28.67112,77.10115,0.6144578313253013,HIGH,1,0.41610618290502166,1027.0,166.5496692
Delhi,PATEL NAGAR,28.65237,77.15822,0.45843373493975903,MEDIUM,1,0.3914899339320342,813.0,125.9571597
Delhi,PRASHANT VIHAR,28.71793,77.12757,0.6487951807228917,HIGH,1,0.4117008719429277,1006.0,272.5505578
Delhi,PRASHANT VIHAR,28.60415,77.23372,0.5325301204819277,HIGH,1,0.40247575503139693,1006.0,82.53316394
Delhi,PREETVIHAR,28.63852,77.29526,0.5539156626506024,HIGH,1,0.4123722171997176,797.0,249.9363391
Delhi,PULPRAHLAD PUR,28.50165,77.29099,0.49246987951807236,MEDIUM,1,0.3960122415915025,858.0,124.8660579
Delhi,PUNJABI BAGH,28.67441,77.13276,0.8993975903614458,VERY_HIGH,1,0.5236944709794145,2135.0,551.349914
Delhi,RAJINDER NAGAR,28.63505,77.18285,0.5599397590361446,HIGH,1,0.37822502329050206,989.0,189.4930876
Delhi,RAJOURI GARDEN,28.63969,77.11992,0.592921686746988,HIGH,1,0.39022573296558016,897.0,367.2852645
Delhi,RAJOURI GARDEN,28.65151,77.1196,0.5853915662650603,HIGH,1,0.38896561628160703,897.0,353.5409577
Delhi,RANHOLA,28.65375,77.03599,0.6165662650602409,HIGH,1,0.49682955643194715,1034.0,41.1208133
Delhi,RANI BAGH,28.69784,77.11933,0.6493975903614458,HIGH,1,0.393470478367756,1124.0,207.4142083
Delhi,RANJIT NAGAR,28.64751,77.15868,0.4259036144578313,MEDIUM,1,0.37282929036437823,710.0,201.1195058
Delhi,ROHINI NORTH,28.70894,77.11815,0.5126506024096386,HIGH,1,0.3825618413692178,821.0,238.8428916
Delhi,ROHINI SOUTH,28.70236,77.1159,0.7590361445783133,VERY_HIGH,1,0.4239255181816256,1256.0,266.0836835
Delhi,ROOP NAGAR,28.68499,77.20265,0.7337349397590363,HIGH,1,0.4703792632014305,974.0,494.1975293
Delhi,SADAR BAZAR,28.65399,77.21115,0.3990963855421687,MEDIUM,1,0.42821341627996007,526.0,136.4610144
Delhi,SAFDARJUNG ENCLAVE,28.56934,77.20489,0.298644578313253,MEDIUM,1,0.4780353956752229,218.0,44.79650663
Delhi,SAFDARJUNG ENCLAVE,28.55848,77.19855,0.2856927710843374,MEDIUM,1,0.4768992847245921,218.0,30.40026664
Delhi,SAGARPUR,28.59139,77.08644,0.3060240963855422,MEDIUM,1,0.4057980606890588,336.0,162.0504149
Delhi,SAKET,28.52882,77.22715,0.31807228915662655,MEDIUM,1,0.5234769589613798,174.0,49.0313434
Delhi,SAMAYPURBADLI,28.72516,77.14219,0.2557228915662651,MEDIUM,1,0.4601244888837776,153.0,27.69345792
Delhi,SANGAM VIHAR,28.50957,77.24299,0.2635542168674699,MEDIUM,1,0.40333932801100575,373.0,69.22702931
Delhi,SARAI ROHILLA,28.66837,77.18368,0.42048192771084336,MEDIUM,1,0.41266132518442644,564.0,186.3038173
Delhi,SARITA VIHAR,28.52299,77.30617,0.2760542168674699,MEDIUM,1,0.41994552460252765,409.0,30.84564653
Delhi,SARITA VIHAR,28.54046,77.28196,0.25316265060240967,MEDIUM,1,0.40344340394587885,409.0,39.70116855
Delhi,SAROJINI NAGAR,28.57449,77.19913,0.43644578313253013,MEDIUM,1,0.4255682715937701,527.0,203.0303727
Delhi,SEELAMPUR,28.6743,77.26855,0.6115963855421688,HIGH,1,0.41272202595240026,880.0,318.4799488
Delhi,SEEMAPURI,28.67811,77.31653,0.2849397590361446,MEDIUM,1,0.39998930152258433,467.0,64.8792264
Delhi,SHAHBAD DAIRY,28.74766,77.07894,0.21746987951807228,LOW,0,0.4486369429594223,500.0,7.065059834
Delhi,SHAHDARA,28.6742,77.28518,0.4490963855421687,MEDIUM,1,0.49107496256687433,567.0,100.386955
Delhi,SHAKARPUR,28.63775,77.2703,0.35240963855421686,MEDIUM,1,0.40010143446621776,555.0,108.2978055
Delhi,SHALIMAR BAGH,28.71681,77.15712,0.6489457831325302,HIGH,1,0.4743098361817432,824.0,337.855879
Delhi,SONIA VIHAR,28.71128,77.25611,0.5329819277108433,HIGH,1,0.41718612984429193,911.0,91.38084635
Delhi,SOUTH CAMPUS,28.57051,77.179,0.42861445783132535,MEDIUM,1,0.4345690980542054,673.0,71.92085629
Delhi,SUBHASH PLACE,28.68901,77.14412,0.8463855421686748,VERY_HIGH,1,0.5620564660286754,1164.0,792.0255138
Delhi,SUBZIMANDI,28.66917,77.20774,0.7349397590361447,HIGH,1,0.4248608807137259,1201.0,253.4275982
Delhi,SULTAN PURI,28.70265,77.07856,0.7445783132530122,HIGH,1,0.4437607558469211,1075.0,369.1007723
Delhi,SUNLIGHT COLONY,28.57835,77.26018,0.8972891566265061,VERY_HIGH,1,0.5229143744033022,2097.0,678.4415415
Delhi,SWARUP NAGAR,28.75841,77.1562,0.5653614457831325,HIGH,1,0.41617585806864593,1063.0,46.32649671
Delhi,TILAK MARG,28.61821,77.23537,0.436144578313253,MEDIUM,1,0.3908997686600295,787.0,101.642229
Delhi,TILAK NAGAR,28.63896,77.10143,0.7870481927710844,VERY_HIGH,1,0.46857738540702343,1138.0,360.003279
Delhi,TIMARPUR,28.7072,77.2242,0.6272590361445783,HIGH,1,0.3962656315431069,1226.0,120.3301905
Delhi,TUGLAK ROAD,28.59827,77.21117,0.5837349397590361,HIGH,1,0.38903364234823035,1130.0,102.8019091
Delhi,UTTAM NAGAR,28.62499,77.06488,0.8605421686746989,VERY_HIGH,1,0.48403379448372985,1674.0,429.5008123
Delhi,VASANT KUNJ NORTH,28.53486,77.15232,0.5295180722891566,HIGH,1,0.41554505252491064,950.0,50.26453893
Delhi,VASANT KUNJ SOUTH,28.53492,77.15236,0.26234939759036147,MEDIUM,1,0.5315292473194578,94.0,5.033543391
Delhi,VASANT VIHAR,28.55797,77.16933,0.2716867469879518,MEDIUM,1,0.5386713444892904,167.0,4.395488595
Delhi,VIJAY VIHAR,28.71003,77.10186,0.29006024096385546,MEDIUM,1,0.4186558525683352,342.0,96.24303447
Delhi,VIKAS PURI,28.62997,77.06834,0.3614457831325302,MEDIUM,1,0.42546746607618824,352.0,185.9478156
Delhi,VIVEKVIHAR,28.66676,77.30662,0.26626506024096386,MEDIUM,1,0.46815431995897305,169.0,27.68462104
Delhi,WELCOME,28.67341,77.27479,0.4271084337349398,MEDIUM,1,0.4383494915827673,458.0,201.6034779
Delhi,ZAFRABAD,28.67909,77.27297,0.2748493975903615,MEDIUM,1,0.46341114635337,136.0,50.11935449
