region,location,latitude,longitude,area,murder_count,rape_count,gangrape_count,robbery_count,theft_count,assault_count,sexual_harassment_count,total_crime,crime_density,source_file,source_type,is_synthetic,log_murder_count,murder_count_per_area,log_rape_count,rape_count_per_area,log_gangrape_count,gangrape_count_per_area,log_robbery_count,robbery_count_per_area,log_theft_count,theft_count_per_area,log_assault_count,assault_count_per_area,log_sexual_harassment_count,sexual_harassment_count_per_area,murder_count_ratio,rape_count_ratio,gangrape_count_ratio,robbery_count_ratio,theft_count_ratio,assault_count_ratio,sexual_harassment_count_ratio,severity_score,log_severity_score,scaled_latitude,scaled_longitude,nearest_neighbor_density
Delhi,SARITA VIHAR,28.52299,77.30617,7.942774025,1,12,0,12,211,8,1,245,30.84564653,crime.csv,real,False,0.6931471805599453,0.1259005980596307,2.5649493574615367,1.5108071767155682,0.0,0.0,2.5649493574615367,1.5108071767155682,5.356586274672012,26.565026190582074,2.1972245773362196,1.0072047844770455,0.6931471805599453,0.1259005980596307,0.004081632653061225,0.04897959183673469,0.0,0.04897959183673469,0.8612244897959184,0.0326530612244898,0.004081632653061225,409.0,6.016157159698354,-1.7686920934560737,1.3638177923807966,31.54024607695689
Delhi,TIMARPUR,28.7072,77.2242,6.149745104,8,17,1,60,626,23,5,740,120.3301905,crime.csv,real,False,2.1972245773362196,1.3008669245163564,2.8903717578961645,2.7643422145972574,0.6931471805599453,0.16260836556454455,4.110873864173311,9.756501933872674,6.440946540632921,101.79283684340488,3.1780538303479458,3.7399924079845244,1.791759469228055,0.8130418278227227,0.010810810810810811,0.022972972972972974,0.0013513513513513514,0.08108108108108109,0.845945945945946,0.031081081081081083,0.006756756756756757,1226.0,7.112327444710911,0.9894633787027715,0.42726678498416704,41.39242043290518
Delhi,KANJHAWALA,28.72582,77.00361,35.4901909,1,5,2,15,307,21,10,361,10.17182469,crime.csv,real,False,0.6931471805599453,0.028176799691432483,1.791759469228055,0.14088399845716243,1.0986122886681098,0.056353599382864966,2.772588722239781,0.42265199537148723,5.730099782973574,8.650277505269772,3.091042453358316,0.5917127935200822,2.3978952727983707,0.28176799691432486,0.002770083102493075,0.013850415512465374,0.00554016620498615,0.04155124653739612,0.850415512465374,0.05817174515235457,0.027700831024930747,580.0,6.364750756851911,1.2682585303861413,-2.0930917208304978,15.010255328191898
Delhi,ANAND PARBAT,28.66004,77.17376,1.948430286,5,20,1,77,374,35,9,521,267.394735,crime.csv,real,False,1.791759469228055,2.566168282194316,3.044522437723423,10.264673128777265,0.6931471805599453,0.5132336564388632,4.356708826689592,39.51899154579247,5.926926025970411,191.94938750813483,3.58351893845611,17.963177975360214,2.302585092994046,4.6191029079497685,0.009596928982725527,0.03838771593090211,0.0019193857965451055,0.14779270633397312,0.7178502879078695,0.0671785028790787,0.01727447216890595,1112.0,7.014814351275545,0.2833420385637153,-0.14903714100194995,59.05169600609528
Delhi,SAGARPUR,28.59139,77.08644,1.283551172,2,7,0,11,180,4,4,208,162.0504149,crime.csv,real,False,1.0986122886681098,1.558177066586014,2.0794415416798357,5.453619733051049,0.0,0.0,2.4849066497880004,8.569973866223076,5.198497031265826,140.23593599274125,1.6094379124341003,3.116354133172028,1.6094379124341003,3.116354133172028,0.009615384615384616,0.03365384615384615,0.0,0.052884615384615384,0.8653846153846154,0.019230769230769232,0.019230769230769232,336.0,5.820082930352362,-0.7445466382925859,-1.1467147543468375,50.56376838889068
Delhi,PRASHANT VIHAR,28.71793,77.12757,2.076678927,7,8,0,41,457,39,14,566,272.5505578,crime.csv,real,False,2.0794415416798357,3.370766616345599,2.1972245773362196,3.8523047043949705,0.0,0.0,3.7376696182833684,19.743061610024224,6.126869184114185,220.0629062385627,3.6888794541139363,18.779985433925482,2.70805020110221,6.741533232691198,0.012367491166077738,0.014134275618374558,0.0,0.07243816254416961,0.8074204946996466,0.06890459363957598,0.024734982332155476,1006.0,6.914730892718563,1.1501224537598316,-0.6767825482441997,59.08416702798009
Delhi,SOUTH CAMPUS,28.57051,77.179,4.518856098,10,11,1,38,248,8,9,325,71.92085629,crime.csv,real,False,2.3978952727983707,2.2129494241752683,2.4849066497880004,2.4342443665927953,0.6931471805599453,0.22129494241752684,3.6635616461296463,8.40920781186602,5.517452896464707,54.88114571954666,2.1972245773362196,1.7703595393402147,2.302585092994046,1.9916544817577417,0.03076923076923077,0.033846153846153845,0.003076923076923077,0.11692307692307692,0.7630769230769231,0.024615384615384615,0.027692307692307693,673.0,6.513230110912307,-1.0571805140793595,-0.08916734377419613,41.15807081336634
Delhi,ROHINI SOUTH,28.70236,77.1159,2.649542395,6,14,0,96,560,24,5,705,266.0836835,crime.csv,real,False,1.9459101490553132,2.264541987070186,2.70805020110221,5.283931303163768,0.0,0.0,4.574710978503383,36.232671793122975,6.329720905522696,211.3572521265507,3.2188758248682006,9.058167948280744,1.791759469228055,1.8871183225584884,0.00851063829787234,0.019858156028368795,0.0,0.13617021276595745,0.7943262411347518,0.03404255319148936,0.0070921985815602835,1256.0,7.136483208590247,0.9169946067291925,-0.8101185279480876,68.47482013656013
Delhi,PUNJABI BAGH,28.67441,77.13276,2.57731064,9,24,0,64,1251,54,19,1421,551.349914,crime.csv,real,False,2.302585092994046,3.492012123148648,3.2188758248682006,9.312032328396395,0.0,0.0,4.174387269895637,24.832086209057053,7.132497551660044,485.38968511766205,4.007333185232471,20.952072738891886,2.995732273553991,7.372025593313812,0.0063335679099225895,0.01688951442646024,0.0,0.045038705137227304,0.88036593947924,0.038001407459535536,0.013370865587614356,2135.0,7.666690200080086,0.4985024214687211,-0.6174840277075693,42.556877550099735
Delhi,DWARKA NORTH,28.60369,77.01564,30.06854798,3,2,0,10,104,10,13,142,4.722542641,crime.csv,real,False,1.3862943611198906,0.09977202763483758,1.0986122886681098,0.06651468508989172,0.0,0.0,2.3978952727983707,0.3325734254494586,4.653960350157523,3.4587636246743694,2.3978952727983707,0.3325734254494586,2.6390573296152584,0.43234545308429617,0.02112676056338028,0.014084507042253521,0.0,0.07042253521126761,0.7323943661971831,0.07042253521126761,0.09154929577464789,292.0,5.680172609017068,-0.5603801310044199,-1.955642548950651,22.843144837978375
Delhi,BURARI,28.73664,77.19735,11.3338763,3,12,0,56,562,21,17,671,59.203046,crime.csv,real,False,1.3862943611198906,0.2646932012130748,2.5649493574615367,1.0587728048522993,0.0,0.0,4.04305126783455,4.940939755977396,6.333279628139691,49.585859693916014,3.091042453358316,1.8528524084915237,2.8903717578961645,1.499928140207424,0.004470938897168405,0.01788375558867362,0.0,0.08345752608047691,0.8375558867362146,0.03129657228017884,0.02533532041728763,1085.0,6.990256500493881,1.4302651652526825,0.1204912018611182,31.493819305646433
Delhi,JAMA MASJID,28.65284,77.23362,3.817050224,4,19,0,13,317,10,1,364,95.36159563,crime.csv,real,False,1.6094379124341003,1.0479296224214418,2.995732273553991,4.977665706501849,0.0,0.0,2.6390573296152584,3.405771272869686,5.762051382780177,83.04842257689927,2.3978952727983707,2.619824056053605,0.6931471805599453,0.26198240560536046,0.01098901098901099,0.0521978021978022,0.0,0.03571428571428571,0.8708791208791209,0.027472527472527472,0.0027472527472527475,615.0,6.423246963533519,0.17553725380970317,0.5348953135883128,87.21470664415585
Delhi,ADRASH NAGAR,28.70984,77.17532,1.646190527,3,15,0,41,354,18,3,434,263.6389852,crime.csv,real,False,1.3862943611198906,1.8223892986841372,2.772588722239781,9.111946493420685,0.0,0.0,3.7376696182833684,24.90598708201654,5.872117789475416,215.0419372447282,2.9444389791664403,10.934335792104823,1.3862943611198906,1.8223892986841372,0.0069124423963133645,0.03456221198156682,0.0,0.0944700460829493,0.815668202764977,0.041474654377880185,0.0069124423963133645,770.0,6.647688373563329,1.0289917997792497,-0.13121330823951616,50.068404694386395
Delhi,CHANAKYAPURI,28.60337,77.19606,10.99345252,1,7,2,40,649,20,4,723,65.76641857,crime.csv,real,False,0.6931471805599453,0.09096323454171792,2.0794415416798357,0.6367426417920254,1.0986122886681098,0.18192646908343585,3.713572066704308,3.638529381668717,6.476972362889683,59.03513921757494,3.044522437723423,1.8192646908343586,1.6094379124341003,0.3638529381668717,0.0013831258644536654,0.009681881051175657,0.0027662517289073307,0.05532503457814661,0.8976486860304288,0.027662517289073305,0.005532503457814661,1009.0,6.917705609835305,-0.5651714547712448,0.10575226323065347,35.89890933033876
Delhi,PANDAV NAGAR,28.62038,77.30265,1.470612978,5,16,3,27,351,23,10,435,295.7950231,crime.csv,real,False,1.791759469228055,3.3999427958264627,2.833213344056216,10.87981694664468,1.3862943611198906,2.0399656774958776,3.332204510175204,18.3596910974629,5.863631175598097,238.6759842670177,3.1780538303479458,15.639736860801728,2.3978952727983707,6.7998855916529255,0.011494252873563218,0.0367816091954023,0.006896551724137931,0.06206896551724138,0.8068965517241379,0.052873563218390804,0.022988505747126436,819.0,6.709304340258298,-0.31048265078981396,1.3235999133271041,82.15228357863678
Delhi,MIANWALI NAGAR,28.67965,77.08879,1.729847853,1,12,1,46,400,27,8,495,286.1523337,crime.csv,real,False,0.6931471805599453,0.5780855225306337,2.5649493574615367,6.937026270367605,0.6931471805599453,0.5780855225306337,3.8501476017100584,26.591934036409153,5.993961427306569,231.2342090122535,3.332204510175204,15.608309108327111,2.1972245773362196,4.62468418024507,0.00202020202020202,0.024242424242424242,0.00202020202020202,0.09292929292929293,0.8080808080808081,0.05454545454545454,0.01616161616161616,866.0,6.7650389767805414,0.5769603481507911,-1.1198647498648484,49.08658539478359
Delhi,FATEHPUR BERI,28.46549,77.15114,35.89559495,7,10,0,60,683,7,9,776,21.61825152,crime.csv,real,False,2.0794415416798357,0.19501000080234077,2.3978952727983707,0.2785857154319154,0.0,0.0,4.110873864173311,1.6715142925914923,6.52795791762255,19.02740436399982,2.0794415416798357,0.19501000080234077,2.302585092994046,0.25072714388872386,0.00902061855670103,0.01288659793814433,0.0,0.07731958762886598,0.8801546391752577,0.00902061855670103,0.011597938144329897,1144.0,7.0431599159883405,-2.629633082811354,-0.40748271605764586,14.014003698838167
Delhi,NABI KARIM,28.64981,77.21754,1.799866446,4,4,0,29,612,6,5,660,366.6938741,crime.csv,real,False,1.6094379124341003,2.2223871159382678,1.6094379124341003,2.2223871159382678,0.0,0.0,3.4011973816621555,16.112306590552443,6.418364935936212,340.025228738555,1.9459101490553132,3.333580673907402,1.791759469228055,2.777983894922835,0.006060606060606061,0.006060606060606061,0.0,0.04393939393939394,0.9272727272727272,0.00909090909090909,0.007575757575757576,850.0,6.7464121285733745,0.13016940689233567,0.3511727297290925,113.69748554436568
Delhi,RAJOURI GARDEN,28.63969,77.11992,1.731624057,1,7,0,37,567,20,4,636,367.2852645,crime.csv,real,False,0.6931471805599453,0.5774925544361388,2.0794415416798357,4.042447881052971,0.0,0.0,3.6375861597263857,21.367224514137135,6.342121418721152,327.43827836529067,3.044522437723423,11.549851088722775,1.6094379124341003,2.309970217744555,0.0015723270440251573,0.0110062893081761,0.0,0.05817610062893082,0.8915094339622641,0.031446540880503145,0.006289308176100629,897.0,6.8001700683022,-0.02135620723414641,-0.7641878819833231,64.4766638948253
Delhi,JAHANGIR PURI,28.73358,77.17487,2.463668046,1,23,1,17,441,36,6,525,213.0968906,crime.csv,real,False,0.6931471805599453,0.40589883918151853,3.1780538303479458,9.335673301174927,0.6931471805599453,0.40589883918151853,2.8903717578961645,6.900280266085815,6.091309882077698,179.00138807904966,3.6109179126442243,14.612358210534667,1.9459101490553132,2.435393035089111,0.0019047619047619048,0.04380952380952381,0.0019047619047619048,0.03238095238095238,0.84,0.06857142857142857,0.011428571428571429,916.0,6.821107472256465,1.3844481317321902,-0.1363547984594646,51.49529227683255
Delhi,KAMLA MARKET,28.64295,77.22621,3.095888323,4,11,0,5,107,7,5,139,44.89826037,crime.csv,real,False,1.6094379124341003,1.2920362696170808,2.4849066497880004,3.553099741446972,0.0,0.0,1.791759469228055,1.615045337021351,4.68213122712422,34.56197021225691,2.0794415416798357,2.261063471829891,1.791759469228055,1.615045337021351,0.02877697841726619,0.07913669064748201,0.0,0.03597122302158273,0.7697841726618705,0.050359712230215826,0.03597122302158273,310.0,5.739792912179234,0.027455403640564993,0.4502321079665493,108.08307639113421
Delhi,BARAKHAMBA ROAD,28.63089,77.22498,3.748441999,9,14,1,125,808,16,38,1011,269.7120565,crime.csv,real,False,2.302585092994046,2.4009975350828414,2.70805020110221,3.734885054573309,0.6931471805599453,0.2667775038980935,4.836281906951478,33.34718798726169,6.695798917058491,215.55622314965956,2.833213344056216,4.268440062369496,3.6635616461296463,10.137545148127554,0.008902077151335312,0.013847675568743818,0.0009891196834817012,0.12363996043521266,0.7992087042532147,0.01582591493570722,0.03758654797230465,1751.0,7.468513271496337,-0.15311761082244257,0.4361787013654651,77.43496377507053
Delhi,SAFDARJUNG ENCLAVE,28.56934,77.20489,2.366255942,2,7,0,1,83,3,10,106,44.79650663,crime.csv,real,False,1.0986122886681098,0.8452171062736205,2.0794415416798357,2.958259871957672,0.0,0.0,0.6931471805599453,0.4226085531368102,4.430816798843313,35.07650991035525,1.3862943611198906,1.2678256594104307,2.3978952727983707,4.226085531368103,0.018867924528301886,0.0660377358490566,0.0,0.009433962264150943,0.7830188679245284,0.02830188679245283,0.09433962264150944,218.0,5.389071729816501,-1.0746987916018678,0.20663972687973764,56.965183510170796
Delhi,MUKHERJI NAGAR,28.70024,77.20856,6.149745104,1,8,0,54,789,14,7,873,141.9571031,crime.csv,real,False,0.6931471805599453,0.16260836556454455,2.1972245773362196,1.3008669245163564,0.0,0.0,4.007333185232471,8.780851740485405,6.672032945461067,128.29800043042565,2.70805020110221,2.2765171179036234,2.0794415416798357,1.1382585589518117,0.001145475372279496,0.009163802978235968,0.0,0.061855670103092786,0.9037800687285223,0.016036655211912942,0.008018327605956471,1177.0,7.071573364211532,0.8852520867738647,0.24857143600680048,67.5810242034255
Delhi,FARASH BAZAR,28.66879,77.29224,1.721757744,6,3,1,20,374,14,9,427,248.0023694,crime.csv,real,False,1.9459101490553132,3.4848108108756093,1.3862943611198906,1.7424054054378046,0.6931471805599453,0.5808018018126015,3.044522437723423,11.616036036252032,5.926926025970411,217.219873877913,2.70805020110221,8.131225225376422,2.302585092994046,5.227216216313414,0.01405152224824356,0.00702576112412178,0.00234192037470726,0.0468384074941452,0.8758782201405152,0.03278688524590164,0.02107728337236534,653.0,6.483107351457199,0.41435479781347,1.2046601062392341,75.83714752158052
Delhi,KALKAJI,28.53321,77.25743,2.659329537,2,9,0,17,141,8,2,179,67.31019886,crime.csv,real,False,1.0986122886681098,0.7520692611327169,2.302585092994046,3.3843116750972255,0.0,0.0,2.8903717578961645,6.392588719628093,4.955827057601261,53.02088290985654,2.1972245773362196,3.0082770445308675,1.0986122886681098,0.7520692611327169,0.0111731843575419,0.05027932960893855,0.0,0.09497206703910614,0.7877094972067039,0.0446927374301676,0.0111731843575419,349.0,5.857933154483459,-1.6156691906524023,0.8069372738922266,66.55683928858762
Delhi,KALKAJI,28.54728,77.25644,2.745338744,2,9,0,17,141,8,2,179,65.20142565,crime.csv,real,False,1.0986122886681098,0.7285075491580211,2.302585092994046,3.278283971211095,0.0,0.0,2.8903717578961645,6.192314167843179,4.955827057601261,51.359782215640486,2.1972245773362196,2.9140301966320843,1.0986122886681098,0.7285075491580211,0.0111731843575419,0.05027932960893855,0.0,0.09497206703910614,0.7877094972067039,0.0446927374301676,0.0111731843575419,349.0,5.857933154483459,-1.405000673778858,0.79562599540834,59.28098410585857
Delhi,PARSHAD NAGAR,28.64784,77.18053,4.104570166,1,12,2,36,466,6,13,536,130.5861462,crime.csv,real,False,0.6931471805599453,0.24363086987364707,2.5649493574615367,2.9235704384837646,1.0986122886681098,0.48726173974729414,3.6109179126442243,8.770711315451294,6.1463292576688975,113.53198536111954,1.9459101490553132,1.4617852192418823,2.6390573296152584,3.167201308357412,0.0018656716417910447,0.022388059701492536,0.0037313432835820895,0.06716417910447761,0.8694029850746269,0.011194029850746268,0.024253731343283583,816.0,6.705639094860003,0.10067281995268529,-0.07168627702637145,66.82174246994977
Delhi,LODHI COLONY,28.58744,77.24047,2.11696063,0,5,0,17,168,13,5,208,98.25407096,crime.csv,real,False,0.0,0.0,1.791759469228055,2.36187670622859,0.0,0.0,2.8903717578961645,8.030380801177206,5.1298987149230735,79.35905732928062,2.6390573296152584,6.140879436194333,1.791759469228055,2.36187670622859,0.0,0.02403846153846154,0.0,0.08173076923076923,0.8076923076923077,0.0625,0.02403846153846154,361.0,5.8916442118257715,-0.803689541039595,0.6131602202696238,59.455115409000435
Delhi,INDERPURI,28.63077,77.14501,1.255396299,0,13,0,17,212,31,5,278,221.4440175,crime.csv,real,False,0.0,0.0,2.6390573296152584,10.35529578218073,0.0,0.0,2.8903717578961645,13.54154063823634,5.3612921657094255,168.8709773709473,3.4657359027997265,24.693397634430973,1.791759469228055,3.9828060700695116,0.0,0.046762589928057555,0.0,0.06115107913669065,0.762589928057554,0.11151079136690648,0.017985611510791366,559.0,6.327936783729195,-0.15491435723504846,-0.4775212383870394,53.68311408290233
Delhi,OKHLA,28.52678,77.27462,1.71603619,6,27,3,8,174,13,13,244,142.1881435,crime.csv,real,False,1.9459101490553132,3.496429757696427,3.332204510175204,15.73393390963392,1.3862943611198906,1.7482148788482135,2.1972245773362196,4.661906343595236,5.1647859739235145,101.39646297319638,2.6390573296152584,7.575597808342258,2.6390573296152584,7.575597808342258,0.02459016393442623,0.11065573770491803,0.012295081967213115,0.03278688524590164,0.7131147540983607,0.05327868852459016,0.05327868852459016,626.0,6.440946540632921,-1.7119448525925036,1.003342200293932,50.756262321760346
Delhi,SAMAYPURBADLI,28.72516,77.14219,3.249865013,0,2,0,5,74,7,2,90,27.69345792,crime.csv,real,False,0.0,0.0,1.0986122886681098,0.6154101761149056,0.0,0.0,1.791759469228055,1.5385254402872641,4.31748811353631,22.770176516251507,2.0794415416798357,2.1539356164021695,1.0986122886681098,0.6154101761149056,0.0,0.022222222222222223,0.0,0.05555555555555555,0.8222222222222222,0.07777777777777778,0.022222222222222223,153.0,5.0369526024136295,1.2583764251170217,-0.5097412437653288,48.8946935083406
Delhi,JAFFARPUR KALAN,28.59572,76.91555,70.46948722,2,11,1,35,719,8,5,781,11.08281089,crime.csv,real,False,1.0986122886681098,0.02838107780969319,2.4849066497880004,0.15609592795331254,0.6931471805599453,0.014190538904846594,3.58351893845611,0.4966688616696308,6.579251212010101,10.202997472584702,2.1972245773362196,0.11352431123877275,1.791759469228055,0.07095269452423297,0.002560819462227913,0.014084507042253521,0.0012804097311139564,0.04481434058898848,0.9206145966709347,0.010243277848911651,0.006402048655569782,1036.0,6.9440872082295275,-0.6797140385724492,-3.0992242292036543,12.597783353208976
Delhi,MAYA PURI,28.62657,77.12084,2.553754816,3,21,2,17,256,28,17,344,134.7036128,crime.csv,real,False,1.3862943611198906,1.1747408095734746,3.091042453358316,8.223185667014322,1.0986122886681098,0.7831605397156498,2.8903717578961645,6.656864587583023,5.54907608489522,100.24454908360318,3.367295829986474,10.964247556019098,2.8903717578961645,6.656864587583023,0.00872093023255814,0.061046511627906974,0.005813953488372093,0.04941860465116279,0.7441860465116279,0.08139534883720931,0.04941860465116279,748.0,6.618738983517219,-0.21780048167487112,-0.753676390866912,50.516999515624434
Delhi,AMAN VIHAR,28.70965,77.06081,3.296887934,10,14,1,84,487,25,12,633,191.9992467,crime.csv,real,False,2.3978952727983707,3.03316345601937,2.70805020110221,4.246428838427118,0.6931471805599453,0.303316345601937,4.442651256490317,25.478573030562707,6.1903154058531475,147.7150603081433,3.258096538021482,7.582908640048425,2.5649493574615367,3.639796147223244,0.01579778830963665,0.022116903633491312,0.001579778830963665,0.13270142180094788,0.7693522906793049,0.03949447077409163,0.018957345971563982,1217.0,7.1049654482698426,1.0261469512926857,-1.4395511862068968,35.90333710673374
Delhi,VIJAY VIHAR,28.71003,77.10186,2.649542395,0,3,0,9,232,6,5,255,96.24303447,crime.csv,real,False,0.0,0.0,1.3862943611198906,1.132270993535093,0.0,0.0,2.302585092994046,3.396812980605279,5.4510384535657,87.56229016671386,1.9459101490553132,2.264541987070186,1.791759469228055,1.8871183225584884,0.0,0.011764705882352941,0.0,0.03529411764705882,0.9098039215686274,0.023529411764705882,0.0196078431372549,342.0,5.8377304471659395,1.0318366482658134,-0.9705330228101541,52.676551749963515
Delhi,AMAR COLONY,28.55914,77.24093,1.505936692,3,14,1,88,484,17,40,647,429.6329345,crime.csv,real,False,1.3862943611198906,1.9921156154418211,2.70805020110221,9.2965395387285,0.6931471805599453,0.664038538480607,4.48863636973214,58.43539138629342,6.184148890937483,321.3946526246138,2.8903717578961645,11.28865515417032,3.713572066704308,26.56154153922428,0.00463678516228748,0.021638330757341576,0.0015455950540958269,0.13601236476043277,0.7480680061823802,0.02627511591962906,0.061823802163833076,1232.0,7.117205503164344,-1.2274222366701226,0.6184159658278294,70.61598235385576
Delhi,ALIPUR,28.79903,77.13913,51.54547492,6,15,1,52,320,22,18,434,8.419749759,crime.csv,real,False,1.9459101490553132,0.11640207039147793,2.772588722239781,0.29100517597869485,0.6931471805599453,0.01940034506524632,3.970291913552122,1.0088179433928088,5.771441123130016,6.208110420878823,3.1354942159291497,0.4268075914354191,2.9444389791664403,0.3492062111744338,0.013824884792626729,0.03456221198156682,0.002304147465437788,0.11981566820276497,0.7373271889400922,0.05069124423963134,0.041474654377880185,899.0,6.802394763324311,2.36442357092003,-0.5447033772609782,15.372073574119716
